,,0
1997,WA,0.10955853378730525
1997,WE,0.09530954142953389
1997,WF,0.15215820088080054
1997,WL,0.2055573747306775
1997,WM,0.14332814402531802
1997,ZA,0.348343140260809
1998,AT,0.46716485702941246
1998,AU,0.3756825792455533
1998,BE,0.40806705067041055
1998,BG,0.09982642007364047
1998,BR,0.314514107814627
1998,CA,0.3031810102569162
1998,CH,0.6104397179715028
1998,CN,0.09265072059224143
1998,CY,0.23548152748935386
1998,CZ,0.14005898335862513
1998,DE,0.4560898028112747
1998,DK,0.4681532989228313
1998,EE,0.15753757107919858
1998,ES,0.37892683121783227
1998,FI,0.43660346597922506
1998,FR,0.4261090766142224
1998,GB,0.3849329311934282
1998,GR,0.2862956650468348
1998,HR,0.23951231319724492
1998,HU,0.1520848934560122
1998,ID,0.0897757765687963
1998,IE,0.3891616014188747
1998,IN,0.2606288492348806
1998,IT,0.36801060603185987
1998,JP,0.3669265190350611
1998,KR,0.1300721375237428
1998,LT,0.10153111510097743
1998,LU,0.41534866297536116
1998,LV,0.16954469851045725
1998,MT,0.29039370039229473
1998,MX,0.23325904731942732
1998,NL,0.3801799471216023
1998,NO,0.526647281712784
1998,PL,0.19745388144398948
1998,PT,0.3430854057628158
1998,RO,0.32784500693489016
1998,RU,0.25645790570986743
1998,SE,0.48242417755766714
1998,SI,0.23992602008496325
1998,SK,0.1760418357370481
1998,TR,0.6558819010789513
1998,TW,0.17312912032524924
1998,US,0.5185920249568656
1998,WA,0.13253785797731954
1998,WE,0.11327755653475474
1998,WF,0.19558263659443428
1998,WL,0.22505620528250175
1998,WM,0.14935650037636794
1998,ZA,0.32591867832496196
1999,AT,0.4502859675276531
1999,AU,0.3774383883977026
1999,BE,0.4100601845882932
1999,BG,0.1418975484650216
1999,BR,0.23872223943256332
1999,CA,0.3227777010065379
1999,CH,0.5877280644978436
1999,CN,0.10965520347429895
1999,CY,0.22409615832231972
1999,CZ,0.16789456063280886
1999,DE,0.44654653145016127
1999,DK,0.4423479116267249
1999,EE,0.18330314630807246
1999,ES,0.37871749183087194
1999,FI,0.4129160024768712
1999,FR,0.42409733820107137
1999,GB,0.3861817709366312
1999,GR,0.29899093220986633
1999,HR,0.23397043082005192
1999,HU,0.1771877133082659
1999,ID,0.16481535176538226
1999,IE,0.3947017732711445
1999,IN,0.24889255146609368
1999,IT,0.37016186913001553
1999,JP,0.44789089844062274
1999,KR,0.16909543972296817
1999,LT,0.11981830417209975
1999,LU,0.39785381847560847
1999,LV,0.22177170376223365
1999,MT,0.30630506728946105
1999,MX,0.2801268151737155
1999,NL,0.37944080309479006
1999,NO,0.5090325501637045
1999,PL,0.20899554403878476
1999,PT,0.3502949234504734
1999,RO,0.28216979621714017
1999,RU,0.1445344998531834
1999,SE,0.4533944372728462
1999,SI,0.24731618918857615
1999,SK,0.2094889627044879
1999,TR,0.5990920237925283
1999,TW,0.1928818060080221
1999,US,0.5229673816687902
1999,WA,0.1688410611508784
1999,WE,0.11878008139494298
1999,WF,0.2406796234455488
1999,WL,0.24027494132595784
1999,WM,0.14185505610206475
1999,ZA,0.3277298969086582
2000,AT,0.3907718500845736
2000,AU,0.4083338241478738
2000,BE,0.37039164287677595
2000,BG,0.16318833589188073
2000,BR,0.27412265303507816
2000,CA,0.3425665198794177
2000,CH,0.5203865335633967
2000,CN,0.1266660638686887
2000,CY,0.19496374250826573
2000,CZ,0.18378478931025893
2000,DE,0.3935362059421885
2000,DK,0.37453876312944173
2000,EE,0.18685148482723962
2000,ES,0.34102936726266875
2000,FI,0.35176260226711686
2000,FR,0.3798035209852688
2000,GB,0.37003535330943027
2000,GR,0.28822464955750854
2000,HR,0.2177297744906522
2000,HU,0.18244030851245419
2000,ID,0.20107542571350312
2000,IE,0.3625131880925388
2000,IN,0.23164304233939928
2000,IT,0.33571587617273885
2000,JP,0.5005111584791746
2000,KR,0.19417700256049533
2000,LT,0.13811971095606687
2000,LU,0.3430207441136014
2000,LV,0.2632994833510624
2000,MT,0.29999356217178325
2000,MX,0.3413388913365937
2000,NL,0.34041868329723385
2000,NO,0.449671205646625
2000,PL,0.22372285932783645
2000,PT,0.32149001304580554
2000,RO,0.265088168140935
2000,RU,0.16481288985527562
2000,SE,0.39812151737799834
2000,SI,0.2246825665041941
2000,SK,0.21747695030390102
2000,TR,0.5301635641731068
2000,TW,0.21284977811204916
2000,US,0.5262855746106544
2000,WA,0.20405496494031694
2000,WE,0.10733904469946658
2000,WF,0.27883825492209446
2000,WL,0.22854140456960942
2000,WM,0.14171141129006376
2000,ZA,0.3172186073976256
2001,AT,0.3774951999110724
2001,AU,0.3715838128539084
2001,BE,0.37192080510948816
2001,BG,0.19656667474907413
2001,BR,0.24043866954089052
2001,CA,0.34445080809155515
2001,CH,0.5136738679428202
2001,CN,0.14262742925949404
2001,CY,0.18589941027885665
2001,CZ,0.2188389494651876
2001,DE,0.3860032994551945
2001,DK,0.35343813078070185
2001,EE,0.2074262296387242
2001,ES,0.34145583441500277
2001,FI,0.3334210130204587
2001,FR,0.3783221485776653
2001,GB,0.357337210430183
2001,GR,0.30636095981423317
2001,HR,0.23077251233441667
2001,HU,0.21123297203852504
2001,ID,0.20256205507987265
2001,IE,0.36960418097568337
2001,IN,0.21563147116387624
2001,IT,0.3383738203832187
2001,JP,0.46396287617679444
2001,KR,0.18302843170542638
2001,LT,0.15524993739175524
2001,LU,0.3291818900854227
2001,LV,0.2998959262446923
2001,MT,0.31008478165742986
2001,MX,0.4014091575862706
2001,NL,0.33966292445529667
2001,NO,0.43487276105766326
2001,PL,0.27048679382628343
2001,PT,0.3275603191735158
2001,RO,0.24557814472906095
2001,RU,0.1945948126674757
2001,SE,0.3404106577293433
2001,SI,0.2252384613406293
2001,SK,0.2447437086288693
2001,TR,0.3339925968041253
2001,TW,0.2073904439379226
2001,US,0.5248961924278499
2001,WA,0.21915264167265158
2001,WE,0.10964027278117848
2001,WF,0.2921543548711332
2001,WL,0.23654599940036478
2001,WM,0.13754456924835382
2001,ZA,0.2766335246224237
2002,AT,0.39871601452078015
2002,AU,0.388024567363542
2002,BE,0.4078181644148377
2002,BG,0.2488942269913045
2002,BR,0.21680457566519534
2002,CA,0.3591130104193657
2002,CH,0.5539281244540402
2002,CN,0.16003768465887466
2002,CY,0.19554197962525552
2002,CZ,0.29448617340705036
2002,DE,0.41390261158008274
2002,DK,0.36532812292627537
2002,EE,0.24775206650482448
2002,ES,0.37340987982851503
2002,FI,0.3453770362744665
2002,FR,0.41172148445539763
2002,GB,0.3812552591557883
2002,GR,0.3532463945577204
2002,HR,0.26259784916789214
2002,HU,0.2721708346607829
2002,ID,0.2669436853417227
2002,IE,0.41099426592220845
2002,IN,0.20834261391090564
2002,IT,0.37233293553874114
2002,JP,0.4736866998348731
2002,KR,0.2041067912989374
2002,LT,0.18930309842432091
2002,LU,0.3453665383912235
2002,LV,0.35405880122723404
2002,MT,0.34374367774701997
2002,MX,0.44652393030500165
2002,NL,0.3702384959222056
2002,NO,0.48856736967828024
2002,PL,0.30730603626879655
2002,PT,0.3640224971183536
2002,RO,0.2600121609010313
2002,RU,0.21616157742188669
2002,SE,0.35107175345285563
2002,SI,0.24925422370009603
2002,SK,0.2953098760609463
2002,TR,0.3261530042115296
2002,TW,0.2156069184089698
2002,US,0.528636791951358
2002,WA,0.2477574851986249
2002,WE,0.12792245059443247
2002,WF,0.3312407345812595
2002,WL,0.1927874333020772
2002,WM,0.11325838990251211
2002,ZA,0.2453216690153537
2003,AT,0.4776466652835682
2003,AU,0.45844204903557645
2003,BE,0.506608473081083
2003,BG,0.3476681822450021
2003,BR,0.22828667225105087
2003,CA,0.42167101195318296
2003,CH,0.634935075438387
2003,CN,0.17672244581145322
2003,CY,0.22818665813922412
2003,CZ,0.38701119838653186
2003,DE,0.5033087997445899
2003,DK,0.42661448039324584
2003,EE,0.3310694929230646
2003,ES,0.462701374375237
2003,FI,0.4055723441019558
2003,FR,0.5078417298185448
2003,GB,0.42312649252853896
2003,GR,0.4589101850331972
2003,HR,0.3279804851862536
2003,HU,0.35465108438003523
2003,ID,0.336083237095614
2003,IE,0.5171870832317647
2003,IN,0.21389158868339514
2003,IT,0.46403538141156003
2003,JP,0.5356983652810009
2003,KR,0.22926342972396305
2003,LT,0.2507968687374723
2003,LU,0.41094090600356215
2003,LV,0.4348904956179899
2003,MT,0.41841521260413544
2003,MX,0.44994902738024156
2003,NL,0.45736299669051006
2003,NO,0.5465304860676741
2003,PL,0.35861501555548425
2003,PT,0.4578274253394194
2003,RO,0.30175870800172117
2003,RU,0.25575223636135225
2003,SE,0.4082355681135594
2003,SI,0.3128658613774915
2003,SK,0.3981111834527975
2003,TR,0.38100083953779845
2003,TW,0.22789583724273738
2003,US,0.5295136765694112
2003,WA,0.27260827938604554
2003,WE,0.1590025083266605
2003,WF,0.39567230551686744
2003,WL,0.19970725007115017
2003,WM,0.11296763136008275
2003,ZA,0.3672001296892194
2004,AT,0.5451783251806923
2004,AU,0.6153859673523715
2004,BE,0.5989613340491526
2004,BG,0.45380952437561345
2004,BR,0.2733263885705162
2004,CA,0.49353188204034026
2004,CH,0.7073209764307135
2004,CN,0.20096137065313863
2004,CY,0.2591745575683209
2004,CZ,0.49300196672103497
2004,DE,0.5830416824155866
2004,DK,0.4744390378265569
2004,EE,0.4173679430595299
2004,ES,0.5457620479430746
2004,FI,0.45352925701575725
2004,FR,0.5964173880677702
2004,GB,0.5020092569192236
2004,GR,0.5648082419676742
2004,HR,0.40134679459434053
2004,HU,0.4557183795006546
2004,ID,0.3812692532909558
2004,IE,0.618810418691419
2004,IN,0.2212813591530585
2004,IT,0.550296619371389
2004,JP,0.6223709910359572
2004,KR,0.2639995306323351
2004,LT,0.31371164418055614
2004,LU,0.46583324228478834
2004,LV,0.5350142505702691
2004,MT,0.502256473417938
2004,MX,0.4969261268680871
2004,NL,0.5379022593304579
2004,NO,0.591479287196767
2004,PL,0.4362253940999808
2004,PT,0.547512438008719
2004,RO,0.364316710476998
2004,RU,0.3218239336652834
2004,SE,0.4499627405908262
2004,SI,0.3765361669899801
2004,SK,0.5052919324854767
2004,TR,0.4753752152159339
2004,TW,0.2563672673045499
2004,US,0.5509385071029707
2004,WA,0.31164672789538084
2004,WE,0.2011454084612811
2004,WF,0.47815102017438477
2004,WL,0.23814196480083752
2004,WM,0.11531775759374241
2004,ZA,0.4776303639735721
2005,AT,0.5417103374481644
2005,AU,0.681483598515117
2005,BE,0.615861671825223
2005,BG,0.5073739278222478
2005,BR,0.35475152622122524
2005,CA,0.5495935121607053
2005,CH,0.6946221577475294
2005,CN,0.21910091367939535
2005,CY,0.2536710049823377
2005,CZ,0.5805648873082792
2005,DE,0.5878992198812223
2005,DK,0.457972483785809
2005,EE,0.4539303298364819
2005,ES,0.5599187593552869
2005,FI,0.4412669352198054
2005,FR,0.609385395293191
2005,GB,0.5041840391582411
2005,GR,0.6021991383511155
2005,HR,0.42735282087787546
2005,HU,0.5085248447642547
2005,ID,0.3912724358215499
2005,IE,0.6433533133547654
2005,IN,0.21702804101273676
2005,IT,0.5674341157201704
2005,JP,0.6323054844942363
2005,KR,0.31131510504572046
2005,LT,0.33891856008808235
2005,LU,0.4596642750650649
2005,LV,0.5628639958529019
2005,MT,0.524427041262278
2005,MX,0.5628413041985643
2005,NL,0.550343684120526
2005,NO,0.6096303471437104
2005,PL,0.5349870913900027
2005,PT,0.5689658034238687
2005,RO,0.4560366248511079
2005,RU,0.36495894024298914
2005,SE,0.42316157446912656
2005,SI,0.3998789397227455
2005,SK,0.5529324989708748
2005,TR,0.5629489678427159
2005,TW,0.27719660418576136
2005,US,0.5480872937223426
2005,WA,0.30772382776134904
2005,WE,0.2299680950141267
2005,WF,0.5322791501015887
2005,WL,0.27574242152650236
2005,WM,0.12124185540481786
2005,ZA,0.5131963589875445
2006,AT,0.5430099723936517
2006,AU,0.6564476260796758
2006,BE,0.6361383133850798
2006,BG,0.504998532690711
2006,BR,0.4605158229847434
2006,CA,0.6002616133202721
2006,CH,0.6671930083393687
2006,CN,0.2191560675474218
2006,CY,0.2667983204838183
2006,CZ,0.6105591476495756
2006,DE,0.5760654457888122
2006,DK,0.4637454364161406
2006,EE,0.4513512800024174
2006,ES,0.6149855556771567
2006,FI,0.4407698078974406
2006,FR,0.6386289160739668
2006,GB,0.543890583409716
2006,GR,0.6279404289385656
2006,HR,0.43430447200239436
2006,HU,0.5036803833404752
2006,ID,0.3899193374318081
2006,IE,0.6502200208535501
2006,IN,0.20273658369606584
2006,IT,0.5737501050018387
2006,JP,0.5884395452359856
2006,KR,0.34614891167029793
2006,LT,0.33385821395714976
2006,LU,0.4728594754358346
2006,LV,0.545335512138038
2006,MT,0.5298330987192537
2006,MX,0.5668425081194624
2006,NL,0.5897158124882519
2006,NO,0.5985103056048469
2006,PL,0.5309110358262528
2006,PT,0.5904632247417175
2006,RO,0.46844524093002765
2006,RU,0.368793479703774
2006,SE,0.42241161171165476
2006,SI,0.4173198869155979
2006,SK,0.5770307533354402
2006,TR,0.5356789234599134
2006,TW,0.2574380112636365
2006,US,0.5604194773502186
2006,WA,0.31818809098417655
2006,WE,0.24271116856538974
2006,WF,0.5209539580639834
2006,WL,0.30471769329416537
2006,WM,0.15315248727251513
2006,ZA,0.46900076607914587
2007,AT,0.5907616943434105
2007,AU,0.666474555474998
2007,BE,0.7137540662208948
2007,BG,0.5449336322113459
2007,BR,0.5909810481766861
2007,CA,0.6510134189177372
2007,CH,0.6747057149394504
2007,CN,0.22396385361984894
2007,CY,0.30469374101738206
2007,CZ,0.6765987966111077
2007,DE,0.6114541106491163
2007,DK,0.5107567162299063
2007,EE,0.48681351208153645
2007,ES,0.731007193932437
2007,FI,0.4777368961415254
2007,FR,0.7268199633191851
2007,GB,0.6321844816477074
2007,GR,0.7111735248974289
2007,HR,0.4730648658489862
2007,HU,0.6049221852466702
2007,ID,0.3662700320958931
2007,IE,0.7135370823539262
2007,IN,0.21739539089811344
2007,IT,0.6299175312413077
2007,JP,0.572212040591262
2007,KR,0.37022819802438467
2007,LT,0.3562577365034781
2007,LU,0.5283841699124134
2007,LV,0.572079168483164
2007,MT,0.5812083653877811
2007,MX,0.5717819383687638
2007,NL,0.6854465810103799
2007,NO,0.6413953943342955
2007,PL,0.5658728152420354
2007,PT,0.6655995738224911
2007,RO,0.5361960468495637
2007,RU,0.3814204928251347
2007,SE,0.4558045973334137
2007,SI,0.47302099172695544
2007,SK,0.6540288438372373
2007,TR,0.5967102545155756
2007,TW,0.23848999854371208
2007,US,0.5755331375354286
2007,WA,0.34049842896601806
2007,WE,0.2780518885834702
2007,WF,0.5269543727260665
2007,WL,0.3444936032674529
2007,WM,0.17088571841985342
2007,ZA,0.4394324484784999
2008,AT,0.6276583826653301
2008,AU,0.7305461309122889
2008,BE,0.7827789490713027
2008,BG,0.5730624420217653
2008,BR,0.7102028742702248
2008,CA,0.6706189583118639
2008,CH,0.7187974875355617
2008,CN,0.23756549458568893
2008,CY,0.3400032207605571
2008,CZ,0.796881021226492
2008,DE,0.6324202343629131
2008,DK,0.5477373378379023
2008,EE,0.5124479760877451
2008,ES,0.846525675483754
2008,FI,0.5055513328641484
2008,FR,0.8083417252742774
2008,GB,0.6177029352723786
2008,GR,0.7871861521974328
2008,HR,0.512573372055641
2008,HU,0.6738620772939269
2008,ID,0.31954231647476217
2008,IE,0.7650242169663762
2008,IN,0.17986874942807607
2008,IT,0.6757028095311485
2008,JP,0.638416889445355
2008,KR,0.3237718879313409
2008,LT,0.37064912480142853
2008,LU,0.5771100962065955
2008,LV,0.583292926513085
2008,MT,0.6229023483563961
2008,MX,0.5657081320312515
2008,NL,0.7777398765449204
2008,NO,0.6491159452272737
2008,PL,0.6119370136845649
2008,PT,0.7333507374500325
2008,RO,0.5133184005978993
2008,RU,0.37948097030320127
2008,SE,0.45969601473244387
2008,SI,0.5239968860566235
2008,SK,0.7244895181017346
2008,TR,0.6047100862197246
2008,TW,0.22976687675523397
2008,US,0.5889862692416933
2008,WA,0.3185474811022248
2008,WE,0.2914320154753889
2008,WF,0.536870874704694
2008,WL,0.39529586291485724
2008,WM,0.20847800225642132
2008,ZA,0.3630185023413054
2009,AT,0.5922898663275482
2009,AU,0.5769192801827512
2009,BE,0.7632045164662851
2009,BG,0.5367867098272775
2009,BR,0.732734255063914
2009,CA,0.6425477522562613
2009,CH,0.6870158699046323
2009,CN,0.2341054889921291
2009,CY,0.33718251452517073
2009,CZ,0.7084844917074004
2009,DE,0.5794980688919215
2009,DK,0.5245692935911432
2009,EE,0.4787842583816837
2009,ES,0.8689396628225557
2009,FI,0.47503305354081177
2009,FR,0.7990499765603253
2009,GB,0.5576667442426038
2009,GR,0.7745381843484117
2009,HR,0.47831762442334225
2009,HU,0.6001012698353319
2009,ID,0.27389117887821546
2009,IE,0.7288625888184238
2009,IN,0.16419442982936772
2009,IT,0.6440933988642802
2009,JP,0.6913621451453028
2009,KR,0.2906518548790367
2009,LT,0.3425962248258522
2009,LU,0.5603720304142368
2009,LV,0.5280246867946919
2009,MT,0.5932153312949177
2009,MX,0.4708065080735143
2009,NL,0.7835764727471745
2009,NO,0.5671983323188011
2009,PL,0.44273862851477014
2009,PT,0.7183016862637754
2009,RO,0.4201484547409585
2009,RU,0.2871089690084351
2009,SE,0.3899075894304094
2009,SI,0.5159801596323189
2009,SK,0.7133844020703873
2009,TR,0.5155472418480624
2009,TW,0.20102095466105263
2009,US,0.6046218070069357
2009,WA,0.2929507924146595
2009,WE,0.22377378240134635
2009,WF,0.4180088003658325
2009,WL,0.3979062337867926
2009,WM,0.21029378607303928
2009,ZA,0.3427908255334233
2010,AT,0.5601469086480302
2010,AU,0.6583313488295084
2010,BE,0.7465128902118878
2010,BG,0.5018353910052593
2010,BR,0.9278650433419878
2010,CA,0.7305142909908362
2010,CH,0.6836705506840636
2010,CN,0.22760223372919752
2010,CY,0.3356811923699892
2010,CZ,0.6999241970102575
2010,DE,0.5306290239428051
2010,DK,0.502413541063397
2010,EE,0.44797645105567824
2010,ES,0.8924463425534688
2010,FI,0.447207158645028
2010,FR,0.792227734981228
2010,GB,0.5873283505771083
2010,GR,0.7644623238640594
2010,HR,0.4580838392684112
2010,HU,0.6099541956015972
2010,ID,0.2828972267479724
2010,IE,0.6963096630183035
2010,IN,0.15938408726250067
2010,IT,0.6156560141502891
2010,JP,0.7195240960257893
2010,KR,0.3332426081676811
2010,LT,0.31609936441264286
2010,LU,0.5458665061183042
2010,LV,0.4750839372839916
2010,MT,0.567037373392202
2010,MX,0.5076915955318442
2010,NL,0.7911025540674779
2010,NO,0.5721625689308835
2010,PL,0.42453240171287415
2010,PT,0.7058005813792474
2010,RO,0.3981787522270518
2010,RU,0.28828151128574203
2010,SE,0.4063138912367018
2010,SI,0.5096568771331914
2010,SK,0.7046216549170295
2010,TR,0.5388020568086447
2010,TW,0.18999865335719426
2010,US,0.6194937046515208
2010,WA,0.30538252205736954
2010,WE,0.23229125469404702
2010,WF,0.39636353035885236
2010,WL,0.458752336709078
2010,WM,0.23342140079588744
2010,ZA,0.3821781888821168
2011,AT,0.585343622685603
2011,AU,0.7022436436982734
2011,BE,0.8076853399508007
2011,BG,0.5190053031362539
2011,BR,1.0852066115725931
2011,CA,0.7829727796578568
2011,CH,0.765128074291956
2011,CN,0.22992432216515704
2011,CY,0.3692996987400062
2011,CZ,0.7501958014129173
2011,DE,0.5350586284127309
2011,DK,0.531085324734208
2011,EE,0.4627436059200254
2011,ES,1.0114437760268178
2011,FI,0.465040061643693
2011,FR,0.8686405678128264
2011,GB,0.6488892962700913
2011,GR,0.8345110792398671
2011,HR,0.4714590052624434
2011,HU,0.6617949206135465
2011,ID,0.2614507504454622
2011,IE,0.735444495665741
2011,IN,0.14052836733259627
2011,IT,0.6506218739513152
2011,JP,0.7743783142905777
2011,KR,0.36243873681469374
2011,LT,0.3216985058813585
2011,LU,0.588169590179671
2011,LV,0.4696638718594043
2011,MT,0.5988427337555713
2011,MX,0.5229711651894441
2011,NL,0.8825390348822919
2011,NO,0.5991247346603836
2011,PL,0.39774643334216236
2011,PT,0.7670986436933139
2011,RO,0.4112870219238703
2011,RU,0.28629219423559527
2011,SE,0.44376023200235554
2011,SI,0.5567734257044991
2011,SK,0.7697405412983674
2011,TR,0.49205168175996505
2011,TW,0.18105305155140985
2011,US,0.6376890833994808
2011,WA,0.2926313461530719
2011,WE,0.2523316190669839
2011,WF,0.3628751844293966
2011,WL,0.48148308657723954
2011,WM,0.25522176663409757
2011,ZA,0.3714038920012908
2012,AT,0.5514209078386857
2012,AU,0.7720379495376021
2012,BE,0.7816039629003249
2012,BG,0.4816461159338146
2012,BR,0.9899848328860537
2012,CA,0.851097659006175
2012,CH,0.7391808118000871
2012,CN,0.26739288750959467
2012,CY,0.3734660701581612
2012,CZ,0.6892642717549458
2012,DE,0.5210901016471863
2012,DK,0.5193612313078544
2012,EE,0.4346545281973881
2012,ES,0.9459261017614374
2012,FI,0.4482425972676707
2012,FR,0.7969487474085096
2012,GB,0.6638047078883575
2012,GR,0.808469229327481
2012,HR,0.4557838686259788
2012,HU,0.605015519196803
2012,ID,0.278308085175184
2012,IE,0.7132614243643071
2012,IN,0.1383803145693973
2012,IT,0.6243858602987253
2012,JP,0.8409636737166121
2012,KR,0.37910669803298935
2012,LT,0.3134973752294308
2012,LU,0.5765548852574757
2012,LV,0.44404230495201386
2012,MT,0.5716998194150965
2012,MX,0.49557443086082054
2012,NL,0.8311765392026579
2012,NO,0.6350666467094066
2012,PL,0.36103726364602834
2012,PT,0.7261584532598567
2012,RO,0.3645896289887922
2012,RU,0.2841003104979172
2012,SE,0.48294839583992133
2012,SI,0.5458977033441063
2012,SK,0.7048780682413097
2012,TR,0.5213518513615824
2012,TW,0.20010878356714434
2012,US,0.6916306007828233
2012,WA,0.2966746335682592
2012,WE,0.25594749935008
2012,WF,0.3927356967887693
2012,WL,0.5303177671119593
2012,WM,0.2894165407812705
2012,ZA,0.3590602852928626
2013,AT,0.5683855479432594
2013,AU,0.7926785652888084
2013,BE,0.829942504712393
2013,BG,0.48778040326889816
2013,BR,0.9383303411220191
2013,CA,0.8908606699971449
2013,CH,0.7466091808803322
2013,CN,0.3035188288779856
2013,CY,0.41561400446591534
2013,CZ,0.685646207939059
2013,DE,0.5570928208561934
2013,DK,0.5549618345489391
2013,EE,0.4465366326385465
2013,ES,0.9669397548998612
2013,FI,0.473932720699875
2013,FR,0.7964432675938268
2013,GB,0.6684636323830517
2013,GR,0.8595026919459325
2013,HR,0.4858254392026741
2013,HU,0.6102093954732096
2013,ID,0.27893030625012366
2013,IE,0.7591594876476152
2013,IN,0.1366029147453121
2013,IT,0.657038130564792
2013,JP,0.7335865332818625
2013,KR,0.40734436968390575
2013,LT,0.33538095314053135
2013,LU,0.62063016052647
2013,LV,0.4595752421967196
2013,MT,0.599245875261189
2013,MX,0.5012284955277603
2013,NL,0.8564944837732046
2013,NO,0.6797876960779144
2013,PL,0.3619435085805599
2013,PT,0.7526196136913549
2013,RO,0.3744036784883424
2013,RU,0.28120074728181454
2013,SE,0.5593620314009308
2013,SI,0.5877633917693683
2013,SK,0.7028265826431594
2013,TR,0.5479672816574593
2013,TW,0.21761562962084985
2013,US,0.7371564783205435
2013,WA,0.30934917460210193
2013,WE,0.2678081105398447
2013,WF,0.3707525943466011
2013,WL,0.5398682220557902
2013,WM,0.25024106294490833
2013,ZA,0.32810986594745617
2014,AT,0.5680210449998996
2014,AU,0.7365298610463048
2014,BE,0.8572584965013598
2014,BG,0.47797110131016796
2014,BR,0.9059729184087453
2014,CA,0.9027568021244566
2014,CH,0.7562926669308208
2014,CN,0.342920376081067
2014,CY,0.45079940246031003
2014,CZ,0.6442208708273512
2014,DE,0.5796302318256116
2014,DK,0.5791269903113515
2014,EE,0.4445419522428134
2014,ES,0.9570476369232916
2014,FI,0.48727052044112357
2014,FR,0.7672455703145948
2014,GB,0.7195824067275042
2014,GR,0.8889416324588577
2014,HR,0.5045438846201343
2014,HU,0.590132151527771
2014,ID,0.27613824994074965
2014,IE,0.7861335109552977
2014,IN,0.14934347677296783
2014,IT,0.6720274248588749
2014,JP,0.7263516877046806
2014,KR,0.4453985632423241
2014,LT,0.34919615404790444
2014,LU,0.65042489082789
2014,LV,0.4614263584625087
2014,MT,0.6106637778650088
2014,MX,0.472309658423677
2014,NL,0.8556546478375883
2014,NO,0.6900127676588318
2014,PL,0.3522140460884147
2014,PT,0.7568608234272317
2014,RO,0.3668244560327559
2014,RU,0.2396716870856754
2014,SE,0.5946814144837763
2014,SI,0.6161274091844526
2014,SK,0.6751638330812617
2014,TR,0.5340011322015072
2014,TW,0.23435625772807647
2014,US,0.7914740482640844
2014,WA,0.3164488004989657
2014,WE,0.23872234177819535
2014,WF,0.3901232054954247
2014,WL,0.5620103964705333
2014,WM,0.25588046071555565
2014,ZA,0.3159119655921272
2015,AT,0.4721764070321419
2015,AU,0.6921645427168767
2015,BE,0.7394349700647023
2015,BG,0.3878165514796305
2015,BR,0.6747220160802481
